metric,value
counts_by_cpc.B23Q7/1436,168
counts_by_cpc.B23Q7/1442,293
counts_by_cpc.B23Q7/1447,284
counts_by_cpc.B23Q7/1452,222
counts_by_cpc.B23Q7/1457,93
counts_by_cpc.B23Q7/1463,28
counts_by_cpc.B23Q7/1468,196
counts_by_cpc.B23Q7/1473,48
counts_by_cpc.B23Q7/1478,32
counts_by_cpc.B23Q7/1484,52
counts_by_cpc.B23Q7/1489,74
counts_by_cpc.B23Q7/1494,323
counts_by_cpc.B23Q7/16,355
counts_by_cpc.B23Q7/165,122
counts_by_cpc.B23Q7/18,207
counts_by_cpc.B23Q9/00,59
counts_by_cpc.B23Q9/0007,154
counts_by_cpc.B23Q9/0014,109
counts_by_cpc.B23Q9/0021,25
counts_by_cpc.B23Q9/0028,13
counts_by_cpc.B23Q9/0035,6
counts_by_cpc.B23Q9/0042,130
counts_by_cpc.B23Q9/005,10
counts_by_cpc.B23Q9/0057,5
counts_by_cpc.B23Q9/0064,68
counts_by_cpc.B23Q9/0078,23
counts_by_cpc.B23Q9/0085,8
counts_by_cpc.B23Q9/0092,1
counts_by_cpc.B23Q9/02,51
counts_by_cpc.B24B1/00,591
counts_by_cpc.B24B1/002,2
counts_by_cpc.B24B1/005,16
counts_by_cpc.B24B1/007,6
counts_by_cpc.B24B1/04,71
counts_by_cpc.B24B11/00,3
counts_by_cpc.B24B11/02,34
counts_by_cpc.B24B11/04,4
counts_by_cpc.B24B11/06,3
counts_by_cpc.B24B11/10,3
counts_by_cpc.B24B13/00,76
counts_by_cpc.B24B13/0006,1
counts_by_cpc.B24B13/0012,7
counts_by_cpc.B24B13/0018,4
counts_by_cpc.B24B13/0025,16
counts_by_cpc.B24B13/0031,79
counts_by_cpc.B24B13/0037,51
counts_by_cpc.B24B13/0043,6
counts_by_cpc.B24B13/005,253
counts_by_cpc.B24B13/0052,14
counts_by_cpc.B24B13/0055,75
counts_by_cpc.B24B13/0057,23
counts_by_cpc.B24B13/01,13
counts_by_cpc.B24B13/012,13
counts_by_cpc.B24B13/015,33
counts_by_cpc.B24B13/02,52
counts_by_cpc.B24B13/026,1
counts_by_cpc.B24B13/04,5
counts_by_cpc.B24B13/046,6
counts_by_cpc.B24B13/06,37
counts_by_cpc.B24B13/065,1
counts_by_cpc.B24B15/00,19
counts_by_cpc.B24B15/02,3
counts_by_cpc.B24B15/03,6
counts_by_cpc.B24B15/04,12
counts_by_cpc.B24B15/08,10
counts_by_cpc.B24B17/00,29
counts_by_cpc.B24B17/02,7
counts_by_cpc.B24B17/026,8
counts_by_cpc.B24B17/04,12
counts_by_cpc.B24B17/06,8
counts_by_cpc.B24B17/10,56
counts_by_cpc.B24B19/00,394
counts_by_cpc.B24B19/002,8
counts_by_cpc.B24B19/004,14
counts_by_cpc.B24B19/005,1
counts_by_cpc.B24B19/006,26
counts_by_cpc.B24B19/007,2
counts_by_cpc.B24B19/008,11
counts_by_cpc.B24B19/009,13
counts_by_cpc.B24B19/02,27
counts_by_cpc.B24B19/022,4
counts_by_cpc.B24B19/03,9
counts_by_cpc.B24B19/04,4
counts_by_cpc.B24B19/06,27
counts_by_cpc.B24B19/08,12
counts_by_cpc.B24B19/10,2
counts_by_cpc.B24B19/11,5
counts_by_cpc.B24B19/12,10
counts_by_cpc.B24B19/125,6
counts_by_cpc.B24B19/14,212
counts_by_cpc.B24B19/16,26
counts_by_cpc.B24B19/165,1
counts_by_cpc.B24B19/18,1
counts_by_cpc.B24B19/20,44
counts_by_cpc.B24B19/22,107
counts_by_cpc.B24B19/226,6
counts_by_cpc.B24B19/24,24
counts_by_cpc.B24B19/26,309
counts_by_cpc.B24B19/265,20
counts_by_cpc.B24B19/28,19
counts_by_cpc.B24B21/00,52
counts_by_cpc.B24B21/002,73
counts_by_cpc.B24B21/004,36
counts_by_cpc.B24B21/006,71
counts_by_cpc.B24B21/008,110
counts_by_cpc.B24B21/02,58
counts_by_cpc.B24B21/025,1
counts_by_cpc.B24B21/04,67
counts_by_cpc.B24B21/06,12
counts_by_cpc.B24B21/08,8
counts_by_cpc.B24B21/10,8
counts_by_cpc.B24B21/12,37
counts_by_cpc.B24B21/14,7
counts_by_cpc.B24B21/16,88
counts_by_cpc.B24B21/165,52
counts_by_cpc.B24B21/18,221
counts_by_cpc.B24B21/20,132
counts_by_cpc.B24B21/22,7
counts_by_cpc.B24B23/00,24
counts_by_cpc.B24B23/005,45
counts_by_cpc.B24B23/02,80
counts_by_cpc.B24B23/022,27
counts_by_cpc.B24B23/026,7
counts_by_cpc.B24B23/028,59
counts_by_cpc.B24B23/03,20
counts_by_cpc.B24B23/04,45
counts_by_cpc.B24B23/043,3
counts_by_cpc.B24B23/046,3
counts_by_cpc.B24B23/06,7
counts_by_cpc.B24B23/08,20
counts_by_cpc.B24B25/00,12
counts_by_cpc.B24B27/00,168
counts_by_cpc.B24B27/0007,171
counts_by_cpc.B24B27/0015,93
counts_by_cpc.B24B27/0023,408
counts_by_cpc.B24B27/003,12
counts_by_cpc.B24B27/0038,646
counts_by_cpc.B24B27/0046,21
counts_by_cpc.B24B27/0053,1
counts_by_cpc.B24B27/0061,21
counts_by_cpc.B24B27/0069,397
counts_by_cpc.B24B27/0076,775
counts_by_cpc.B24B27/0084,336
counts_by_cpc.B24B27/0092,101
counts_by_cpc.B24B27/02,95
counts_by_cpc.B24B27/027,11
counts_by_cpc.B24B27/033,329
counts_by_cpc.B24B27/04,176
counts_by_cpc.B24B27/06,106
counts_by_cpc.B24B27/0608,2
counts_by_cpc.B24B27/0616,5
counts_by_cpc.B24B27/0625,1
counts_by_cpc.B24B27/0633,10
counts_by_cpc.B24B27/0641,10
counts_by_cpc.B24B27/065,13
counts_by_cpc.B24B27/0658,1
counts_by_cpc.B24B27/0666,1
counts_by_cpc.B24B27/0675,2
counts_by_cpc.B24B27/0683,41
counts_by_cpc.B24B27/08,10
counts_by_cpc.B24B29/00,135
counts_by_cpc.B24B29/005,77
counts_by_cpc.B24B29/02,315
counts_by_cpc.B24B29/04,70
counts_by_cpc.B24B29/06,13
counts_by_cpc.B24B29/08,31
counts_by_cpc.B24B29/10,3
counts_by_cpc.B24B3/00,27
counts_by_cpc.B24B3/02,14
counts_by_cpc.B24B3/04,1
counts_by_cpc.B24B3/065,1
counts_by_cpc.B24B3/08,1
counts_by_cpc.B24B3/16,1
counts_by_cpc.B24B3/18,2
counts_by_cpc.B24B3/24,21
counts_by_cpc.B24B3/242,1
counts_by_cpc.B24B3/245,1
counts_by_cpc.B24B3/247,8
counts_by_cpc.B24B3/26,12
counts_by_cpc.B24B3/28,2
counts_by_cpc.B24B3/33,3
counts_by_cpc.B24B3/34,4
counts_by_cpc.B24B3/343,8
counts_by_cpc.B24B3/346,1
counts_by_cpc.B24B3/36,42
counts_by_cpc.B24B3/361,2
counts_by_cpc.B24B3/365,4
counts_by_cpc.B24B3/368,5
counts_by_cpc.B24B3/38,1
counts_by_cpc.B24B3/40,1
counts_by_cpc.B24B3/46,8
counts_by_cpc.B24B3/48,1
counts_by_cpc.B24B3/52,5
counts_by_cpc.B24B3/54,22
counts_by_cpc.B24B3/543,1
counts_by_cpc.B24B3/55,1
counts_by_cpc.B24B3/56,1
counts_by_cpc.B24B3/586,1
counts_by_cpc.B24B3/60,13
counts_by_cpc.B24B31/00,5
counts_by_cpc.B24B31/003,25
counts_by_cpc.B24B31/006,1
counts_by_cpc.B24B31/02,30
counts_by_cpc.B24B31/0212,1
counts_by_cpc.B24B31/0224,4
counts_by_cpc.B24B31/023,6
counts_by_cpc.B24B31/027,1
counts_by_cpc.B24B31/03,2
counts_by_cpc.B24B31/033,4
counts_by_cpc.B24B31/06,36
counts_by_cpc.B24B31/062,14
counts_by_cpc.B24B31/064,10
counts_by_cpc.B24B31/067,2
counts_by_cpc.B24B31/073,12
counts_by_cpc.B24B31/10,3
counts_by_cpc.B24B31/102,4
counts_by_cpc.B24B31/104,2
counts_by_cpc.B24B31/108,1
counts_by_cpc.B24B31/112,5
counts_by_cpc.B24B31/116,2
counts_by_cpc.B24B31/12,25
counts_by_cpc.B24B31/14,4
counts_by_cpc.B24B31/16,4
counts_by_cpc.B24B33/00,11
counts_by_cpc.B24B33/02,22
counts_by_cpc.B24B33/025,1
counts_by_cpc.B24B33/04,8
counts_by_cpc.B24B33/06,5
counts_by_cpc.B24B33/08,10
counts_by_cpc.B24B33/082,10
counts_by_cpc.B24B33/083,2
counts_by_cpc.B24B33/084,1
counts_by_cpc.B24B33/086,8
counts_by_cpc.B24B33/087,1
counts_by_cpc.B24B33/088,1
counts_by_cpc.B24B33/10,24
counts_by_cpc.B24B33/105,3
counts_by_cpc.B24B35/00,31
counts_by_cpc.B24B35/005,26
counts_by_cpc.B24B37/00,63
counts_by_cpc.B24B37/005,149
counts_by_cpc.B24B37/0053,21
counts_by_cpc.B24B37/0056,2
counts_by_cpc.B24B37/013,68
counts_by_cpc.B24B37/015,8
counts_by_cpc.B24B37/02,20
counts_by_cpc.B24B37/022,1
counts_by_cpc.B24B37/025,7
counts_by_cpc.B24B37/04,237
counts_by_cpc.B24B37/042,179
counts_by_cpc.B24B37/044,5
counts_by_cpc.B24B37/046,6
counts_by_cpc.B24B37/048,3
counts_by_cpc.B24B37/07,3
counts_by_cpc.B24B37/08,82
counts_by_cpc.B24B37/10,97
counts_by_cpc.B24B37/102,35
counts_by_cpc.B24B37/105,47
counts_by_cpc.B24B37/107,34
counts_by_cpc.B24B37/11,42
counts_by_cpc.B24B37/12,20
counts_by_cpc.B24B37/14,30
counts_by_cpc.B24B37/16,16
counts_by_cpc.B24B37/20,63
counts_by_cpc.B24B37/205,16
counts_by_cpc.B24B37/22,12
counts_by_cpc.B24B37/24,20
counts_by_cpc.B24B37/245,16
counts_by_cpc.B24B37/26,58
counts_by_cpc.B24B37/27,93
counts_by_cpc.B24B37/28,20
counts_by_cpc.B24B37/30,469
counts_by_cpc.B24B37/32,97
counts_by_cpc.B24B37/34,174
counts_by_cpc.B24B37/345,502
counts_by_cpc.B24B39/00,19
counts_by_cpc.B24B39/003,4
counts_by_cpc.B24B39/006,2
counts_by_cpc.B24B39/02,8
counts_by_cpc.B24B39/04,7
counts_by_cpc.B24B39/045,3
counts_by_cpc.B24B39/06,4
counts_by_cpc.B24B41/00,404
counts_by_cpc.B24B41/002,97
counts_by_cpc.B24B41/005,1866
counts_by_cpc.B24B41/007,209
counts_by_cpc.B24B41/02,829
counts_by_cpc.B24B41/04,488
counts_by_cpc.B24B41/042,18
counts_by_cpc.B24B41/044,4
counts_by_cpc.B24B41/047,27
counts_by_cpc.B24B41/0475,3
counts_by_cpc.B24B41/06,1990
counts_by_cpc.B24B41/061,233
counts_by_cpc.B24B41/062,45
counts_by_cpc.B24B41/065,28
counts_by_cpc.B24B41/066,49
counts_by_cpc.B24B41/067,305
counts_by_cpc.B24B41/068,398
counts_by_cpc.B24B45/00,55
counts_by_cpc.B24B45/003,146
counts_by_cpc.B24B45/006,88
counts_by_cpc.B24B47/00,114
counts_by_cpc.B24B47/02,13
counts_by_cpc.B24B47/04,91
counts_by_cpc.B24B47/06,58
counts_by_cpc.B24B47/08,22
counts_by_cpc.B24B47/10,36
counts_by_cpc.B24B47/12,688
counts_by_cpc.B24B47/14,54
counts_by_cpc.B24B47/16,56
counts_by_cpc.B24B47/18,3
counts_by_cpc.B24B47/20,208
counts_by_cpc.B24B47/203,3
counts_by_cpc.B24B47/206,2
counts_by_cpc.B24B47/22,417
counts_by_cpc.B24B47/225,17
counts_by_cpc.B24B47/25,2
counts_by_cpc.B24B47/26,33
counts_by_cpc.B24B47/28,2
counts_by_cpc.B24B49/00,465
counts_by_cpc.B24B49/003,39
counts_by_cpc.B24B49/006,79
counts_by_cpc.B24B49/02,159
counts_by_cpc.B24B49/03,10
counts_by_cpc.B24B49/04,154
counts_by_cpc.B24B49/045,28
counts_by_cpc.B24B49/05,1
counts_by_cpc.B24B49/06,2
counts_by_cpc.B24B49/08,40
counts_by_cpc.B24B49/10,99
counts_by_cpc.B24B49/105,24
counts_by_cpc.B24B49/12,1013
counts_by_cpc.B24B49/14,44
counts_by_cpc.B24B49/16,518
counts_by_cpc.B24B49/165,104
counts_by_cpc.B24B49/18,21
counts_by_cpc.B24B49/183,22
counts_by_cpc.B24B49/186,10
counts_by_cpc.B24B5/00,19
counts_by_cpc.B24B5/01,16
counts_by_cpc.B24B5/02,20
counts_by_cpc.B24B5/025,3
counts_by_cpc.B24B5/04,143
counts_by_cpc.B24B5/042,2
counts_by_cpc.B24B5/045,3
counts_by_cpc.B24B5/047,8
counts_by_cpc.B24B5/06,14
counts_by_cpc.B24B5/065,10
counts_by_cpc.B24B5/08,13
counts_by_cpc.B24B5/10,5
counts_by_cpc.B24B5/12,13
counts_by_cpc.B24B5/14,6
counts_by_cpc.B24B5/16,9
counts_by_cpc.B24B5/167,3
counts_by_cpc.B24B5/18,13
counts_by_cpc.B24B5/185,5
counts_by_cpc.B24B5/22,8
counts_by_cpc.B24B5/225,2
counts_by_cpc.B24B5/24,1
counts_by_cpc.B24B5/26,1
counts_by_cpc.B24B5/30,2
counts_by_cpc.B24B5/307,16
counts_by_cpc.B24B5/32,1
counts_by_cpc.B24B5/35,97
counts_by_cpc.B24B5/355,148
counts_by_cpc.B24B5/36,82
counts_by_cpc.B24B5/363,10
counts_by_cpc.B24B5/366,19
counts_by_cpc.B24B5/37,16
counts_by_cpc.B24B5/38,11
counts_by_cpc.B24B5/40,33
counts_by_cpc.B24B5/42,35
counts_by_cpc.B24B5/421,3
counts_by_cpc.B24B5/44,30
counts_by_cpc.B24B5/46,3
counts_by_cpc.B24B5/48,25
counts_by_cpc.B24B5/50,25
counts_by_cpc.B24B51/00,982
counts_by_cpc.B24B53/00,37
counts_by_cpc.B24B53/001,7
counts_by_cpc.B24B53/003,11
counts_by_cpc.B24B53/005,3
counts_by_cpc.B24B53/007,45
counts_by_cpc.B24B53/013,2
counts_by_cpc.B24B53/017,111
counts_by_cpc.B24B53/02,3
counts_by_cpc.B24B53/04,3
counts_by_cpc.B24B53/047,1
counts_by_cpc.B24B53/053,1
counts_by_cpc.B24B53/06,17
counts_by_cpc.B24B53/062,2
counts_by_cpc.B24B53/065,18
counts_by_cpc.B24B53/07,11
counts_by_cpc.B24B53/075,5
counts_by_cpc.B24B53/08,4
counts_by_cpc.B24B53/085,1
counts_by_cpc.B24B53/095,12
counts_by_cpc.B24B53/10,13
counts_by_cpc.B24B53/12,36
counts_by_cpc.B24B53/14,3
counts_by_cpc.B24B55/00,333
counts_by_cpc.B24B55/02,188
counts_by_cpc.B24B55/03,51
counts_by_cpc.B24B55/04,112
counts_by_cpc.B24B55/045,2
counts_by_cpc.B24B55/05,2
counts_by_cpc.B24B55/052,23
counts_by_cpc.B24B55/055,1
counts_by_cpc.B24B55/06,854
counts_by_cpc.B24B55/08,22
counts_by_cpc.B24B55/10,54
counts_by_cpc.B24B55/102,32
counts_by_cpc.B24B55/105,2
counts_by_cpc.B24B55/12,209
counts_by_cpc.B24B57/00,22
counts_by_cpc.B24B57/02,245
counts_by_cpc.B24B57/04,38
counts_by_cpc.B24B7/00,58
counts_by_cpc.B24B7/005,19
counts_by_cpc.B24B7/02,8
counts_by_cpc.B24B7/04,24
counts_by_cpc.B24B7/06,66
counts_by_cpc.B24B7/07,39
counts_by_cpc.B24B7/075,11
counts_by_cpc.B24B7/10,91
counts_by_cpc.B24B7/12,19
counts_by_cpc.B24B7/13,1
counts_by_cpc.B24B7/14,2
counts_by_cpc.B24B7/16,68
counts_by_cpc.B24B7/162,10
counts_by_cpc.B24B7/165,1
counts_by_cpc.B24B7/167,14
counts_by_cpc.B24B7/17,59
counts_by_cpc.B24B7/18,58
counts_by_cpc.B24B7/182,127
counts_by_cpc.B24B7/184,14
counts_by_cpc.B24B7/186,53
counts_by_cpc.B24B7/188,11
counts_by_cpc.B24B7/19,2
counts_by_cpc.B24B7/20,3
counts_by_cpc.B24B7/22,86
counts_by_cpc.B24B7/222,4
counts_by_cpc.B24B7/224,5
counts_by_cpc.B24B7/226,1
counts_by_cpc.B24B7/228,194
counts_by_cpc.B24B7/24,60
counts_by_cpc.B24B7/241,36
counts_by_cpc.B24B7/242,36
counts_by_cpc.B24B7/244,22
counts_by_cpc.B24B7/245,52
counts_by_cpc.B24B7/247,3
counts_by_cpc.B24B7/26,3
counts_by_cpc.B24B7/265,3
counts_by_cpc.B24B7/28,31
counts_by_cpc.B24B7/30,5
counts_by_cpc.B24B9/00,289
counts_by_cpc.B24B9/002,90
counts_by_cpc.B24B9/005,31
counts_by_cpc.B24B9/007,46
counts_by_cpc.B24B9/02,45
counts_by_cpc.B24B9/04,430
counts_by_cpc.B24B9/06,93
counts_by_cpc.B24B9/065,120
counts_by_cpc.B24B9/08,88
counts_by_cpc.B24B9/085,1
counts_by_cpc.B24B9/10,361
counts_by_cpc.B24B9/102,225
counts_by_cpc.B24B9/105,2
counts_by_cpc.B24B9/107,44
counts_by_cpc.B24B9/12,6
counts_by_cpc.B24B9/14,65
counts_by_cpc.B24B9/142,1
counts_by_cpc.B24B9/144,8
counts_by_cpc.B24B9/146,119
counts_by_cpc.B24B9/148,45
counts_by_cpc.B24B9/16,11
counts_by_cpc.B24B9/161,14
counts_by_cpc.B24B9/163,3
counts_by_cpc.B24B9/167,13
counts_by_cpc.B24B9/18,53
counts_by_cpc.B24B9/20,82
counts_by_cpc.B24C1/00,39
counts_by_cpc.B24C1/003,117
counts_by_cpc.B24C1/02,1
counts_by_cpc.B24C1/04,25
counts_by_cpc.B24C1/045,235
counts_by_cpc.B24C1/06,13
counts_by_cpc.B24C1/08,58
counts_by_cpc.B24C1/083,30
counts_by_cpc.B24C1/086,93
counts_by_cpc.B24C1/10,59
counts_by_cpc.B24C11/00,32
counts_by_cpc.B24C11/005,3
counts_by_cpc.B24C3/00,47
counts_by_cpc.B24C3/02,49
counts_by_cpc.B24C3/04,160
counts_by_cpc.B24C3/06,133
counts_by_cpc.B24C3/062,32
counts_by_cpc.B24C3/065,40
counts_by_cpc.B24C3/067,2
counts_by_cpc.B24C3/08,12
counts_by_cpc.B24C3/083,85
counts_by_cpc.B24C3/085,21
counts_by_cpc.B24C3/086,7
counts_by_cpc.B24C3/088,14
counts_by_cpc.B24C3/10,10
counts_by_cpc.B24C3/12,61
counts_by_cpc.B24C3/14,24
counts_by_cpc.B24C3/16,9
counts_by_cpc.B24C3/18,23
counts_by_cpc.B24C3/20,3
counts_by_cpc.B24C3/22,19
counts_by_cpc.B24C3/24,7
counts_by_cpc.B24C3/26,23
counts_by_cpc.B24C3/263,2
counts_by_cpc.B24C3/266,20
counts_by_cpc.B24C3/30,2
counts_by_cpc.B24C3/32,71
counts_by_cpc.B24C3/322,10
counts_by_cpc.B24C3/325,79
counts_by_cpc.B24C3/327,23
counts_by_cpc.B24C5/00,37
counts_by_cpc.B24C5/005,10
counts_by_cpc.B24C5/02,109
counts_by_cpc.B24C5/04,130
counts_by_cpc.B24C5/06,9
counts_by_cpc.B24C5/062,1
counts_by_cpc.B24C5/066,1
counts_by_cpc.B24C5/068,1
counts_by_cpc.B24C5/08,2
counts_by_cpc.B24C7/00,50
counts_by_cpc.B24C7/0007,7
counts_by_cpc.B24C7/0015,2
counts_by_cpc.B24C7/0023,1
counts_by_cpc.B24C7/003,1
counts_by_cpc.B24C7/0038,3
counts_by_cpc.B24C7/0046,98
counts_by_cpc.B24C7/0053,29
counts_by_cpc.B24C7/0061,29
counts_by_cpc.B24C7/0069,7
counts_by_cpc.B24C7/0076,24
counts_by_cpc.B24C7/0084,15
counts_by_cpc.B24C7/0092,85
counts_by_cpc.B24C9/00,345
counts_by_cpc.B24C9/003,111
counts_by_cpc.B24C9/006,102
counts_by_cpc.B24D11/00,35
counts_by_cpc.B24D11/001,12
counts_by_cpc.B24D11/005,8
counts_by_cpc.B24D11/006,1
counts_by_cpc.B24D11/008,3
counts_by_cpc.B24D11/02,23
counts_by_cpc.B24D11/04,2
counts_by_cpc.B24D11/06,4
counts_by_cpc.B24D13/00,1
counts_by_cpc.B24D13/02,3
counts_by_cpc.B24D13/04,10
counts_by_cpc.B24D13/10,14
counts_by_cpc.B24D13/12,2
counts_by_cpc.B24D13/14,4
counts_by_cpc.B24D13/142,7
counts_by_cpc.B24D13/145,9
counts_by_cpc.B24D13/147,7
counts_by_cpc.B24D13/18,7
counts_by_cpc.B24D13/20,5
counts_by_cpc.B24D15/00,5
counts_by_cpc.B24D15/02,4
counts_by_cpc.B24D15/023,4
counts_by_cpc.B24D15/04,9
counts_by_cpc.B24D15/06,8
counts_by_cpc.B24D15/063,1
counts_by_cpc.B24D15/065,2
counts_by_cpc.B24D15/08,17
counts_by_cpc.B24D15/081,11
counts_by_cpc.B24D15/082,2
counts_by_cpc.B24D18/00,54
counts_by_cpc.B24D18/0009,30
counts_by_cpc.B24D18/0018,25
counts_by_cpc.B24D18/0027,1
counts_by_cpc.B24D18/0036,1
counts_by_cpc.B24D18/0054,1
counts_by_cpc.B24D18/0063,1
counts_by_cpc.B24D18/0072,10
counts_by_cpc.B24D18/009,8
counts_by_cpc.B24D3/00,13
counts_by_cpc.B24D3/002,15
counts_by_cpc.B24D3/004,2
counts_by_cpc.B24D3/02,1
counts_by_cpc.B24D3/06,29
counts_by_cpc.B24D3/08,1
counts_by_cpc.B24D3/10,25
counts_by_cpc.B24D3/14,1
counts_by_cpc.B24D3/26,2
counts_by_cpc.B24D3/28,11
counts_by_cpc.B24D3/285,3
counts_by_cpc.B24D3/30,2
counts_by_cpc.B24D3/32,3
counts_by_cpc.B24D3/34,4
counts_by_cpc.B24D3/344,1
counts_by_cpc.B24D3/346,1
counts_by_cpc.B24D5/00,4
counts_by_cpc.B24D5/02,6
counts_by_cpc.B24D5/04,2
counts_by_cpc.B24D5/06,1
counts_by_cpc.B24D5/066,1
counts_by_cpc.B24D5/10,1
counts_by_cpc.B24D5/12,37
counts_by_cpc.B24D5/126,6
counts_by_cpc.B24D5/14,1
counts_by_cpc.B24D5/16,7
counts_by_cpc.B24D7/00,1
counts_by_cpc.B24D7/02,12
counts_by_cpc.B24D7/04,2
counts_by_cpc.B24D7/06,4
counts_by_cpc.B24D7/063,1
counts_by_cpc.B24D7/066,4
counts_by_cpc.B24D7/10,13
counts_by_cpc.B24D7/12,2
counts_by_cpc.B24D7/14,1
counts_by_cpc.B24D7/16,9
counts_by_cpc.B24D7/18,23
counts_by_cpc.B24D9/00,9
counts_by_cpc.B24D9/003,2
counts_by_cpc.B24D9/006,3
counts_by_cpc.B24D9/02,4
counts_by_cpc.B24D9/04,4
counts_by_cpc.B24D9/06,1
counts_by_cpc.B24D9/08,27
counts_by_cpc.B24D9/085,116
counts_by_cpc.B24D9/10,8
counts_by_cpc.B24D99/00,4
counts_by_cpc.B24D99/005,1
counts_by_cpc.B25B1/00,83
counts_by_cpc.B25B1/02,461
counts_by_cpc.B25B1/04,139
counts_by_cpc.B25B1/06,145
counts_by_cpc.B25B1/08,338
counts_by_cpc.B25B1/10,312
counts_by_cpc.B25B1/103,718
counts_by_cpc.B25B1/106,198
counts_by_cpc.B25B1/12,149
counts_by_cpc.B25B1/125,184
counts_by_cpc.B25B1/14,65
counts_by_cpc.B25B1/16,37
counts_by_cpc.B25B1/18,683
counts_by_cpc.B25B1/20,370
counts_by_cpc.B25B1/205,143
counts_by_cpc.B25B1/22,339
counts_by_cpc.B25B1/24,371
counts_by_cpc.B25B1/2405,424
counts_by_cpc.B25B1/241,220
counts_by_cpc.B25B1/2415,64
counts_by_cpc.B25B1/2421,469
counts_by_cpc.B25B1/2426,73
counts_by_cpc.B25B1/2431,24
counts_by_cpc.B25B1/2436,48
counts_by_cpc.B25B1/2442,35
counts_by_cpc.B25B1/2447,10
counts_by_cpc.B25B1/2452,177
counts_by_cpc.B25B1/2457,96
counts_by_cpc.B25B1/2463,77
counts_by_cpc.B25B1/2468,31
counts_by_cpc.B25B1/2473,114
counts_by_cpc.B25B1/2478,160
counts_by_cpc.B25B1/2484,337
counts_by_cpc.B25B1/2489,220
counts_by_cpc.B25B1/2494,50
counts_by_cpc.B25B11/00,32323
counts_by_cpc.B25B11/002,2471
counts_by_cpc.B25B11/005,7828
counts_by_cpc.B25B11/007,2396
counts_by_cpc.B25B11/02,6511
counts_by_cpc.B25B13/00,103
counts_by_cpc.B25B13/005,2
counts_by_cpc.B25B13/02,104
counts_by_cpc.B25B13/04,78
counts_by_cpc.B25B13/06,360
counts_by_cpc.B25B13/065,153
counts_by_cpc.B25B13/08,113
counts_by_cpc.B25B13/10,54
counts_by_cpc.B25B13/102,16
counts_by_cpc.B25B13/105,50
counts_by_cpc.B25B13/107,18
counts_by_cpc.B25B13/12,31
counts_by_cpc.B25B13/14,11
counts_by_cpc.B25B13/16,13
counts_by_cpc.B25B13/18,40
counts_by_cpc.B25B13/20,6
counts_by_cpc.B25B13/22,8
counts_by_cpc.B25B13/24,6
counts_by_cpc.B25B13/28,21
counts_by_cpc.B25B13/30,2
counts_by_cpc.B25B13/32,20
counts_by_cpc.B25B13/34,2
counts_by_cpc.B25B13/36,2
counts_by_cpc.B25B13/40,1
counts_by_cpc.B25B13/44,81
counts_by_cpc.B25B13/46,123
counts_by_cpc.B25B13/461,93
counts_by_cpc.B25B13/462,46
counts_by_cpc.B25B13/463,147
counts_by_cpc.B25B13/465,21
counts_by_cpc.B25B13/466,46
counts_by_cpc.B25B13/467,31
counts_by_cpc.B25B13/468,17
counts_by_cpc.B25B13/48,485
counts_by_cpc.B25B13/481,449
counts_by_cpc.B25B13/483,10
counts_by_cpc.B25B13/485,37
counts_by_cpc.B25B13/486,2
counts_by_cpc.B25B13/488,50
counts_by_cpc.B25B13/50,201
counts_by_cpc.B25B13/5008,36
counts_by_cpc.B25B13/5016,47
counts_by_cpc.B25B13/5025,5
counts_by_cpc.B25B13/5033,1
counts_by_cpc.B25B13/5041,5
counts_by_cpc.B25B13/505,21
counts_by_cpc.B25B13/5058,18
counts_by_cpc.B25B13/5066,18
counts_by_cpc.B25B13/5075,9
counts_by_cpc.B25B13/5083,28
counts_by_cpc.B25B13/5091,33
counts_by_cpc.B25B13/52,57
counts_by_cpc.B25B13/54,9
counts_by_cpc.B25B13/56,50
counts_by_cpc.B25B13/58,19
counts_by_cpc.B25B15/00,201
counts_by_cpc.B25B15/001,107
counts_by_cpc.B25B15/002,29
counts_by_cpc.B25B15/004,48
counts_by_cpc.B25B15/005,135
counts_by_cpc.B25B15/007,38
counts_by_cpc.B25B15/008,109
counts_by_cpc.B25B15/02,319
counts_by_cpc.B25B15/04,112
counts_by_cpc.B25B15/06,29
counts_by_cpc.B25B17/00,191
counts_by_cpc.B25B17/02,66
counts_by_cpc.B25B19/00,58
counts_by_cpc.B25B21/00,1874
counts_by_cpc.B25B21/001,74
counts_by_cpc.B25B21/002,676
counts_by_cpc.B25B21/004,114
counts_by_cpc.B25B21/005,49
counts_by_cpc.B25B21/007,128
counts_by_cpc.B25B21/008,71
counts_by_cpc.B25B21/02,488
counts_by_cpc.B25B21/023,93
counts_by_cpc.B25B21/026,127
counts_by_cpc.B25B23/00,577
counts_by_cpc.B25B23/0007,114
counts_by_cpc.B25B23/0014,40
counts_by_cpc.B25B23/0021,220
counts_by_cpc.B25B23/0028,147
counts_by_cpc.B25B23/0035,602
counts_by_cpc.B25B23/0042,185
counts_by_cpc.B25B23/005,127
counts_by_cpc.B25B23/0057,30
counts_by_cpc.B25B23/0064,180
counts_by_cpc.B25B23/0071,10
counts_by_cpc.B25B23/0078,102
counts_by_cpc.B25B23/0085,148
counts_by_cpc.B25B23/0092,3
counts_by_cpc.B25B23/02,114
counts_by_cpc.B25B23/04,428
counts_by_cpc.B25B23/045,374
counts_by_cpc.B25B23/06,193
